listing_id,url,name,location,tags,address,image_url,phone,whatsapp,email,line,website,facebook,instagram,tiktok,youtube
45,https://www.samuisocial.com/directory/listing/45,Oliver's Steakhouse Bar & Grill,Bangrak,"Food & Beverage, Restaurants, Keto Friendly, Meat Lovers, Paleo Friendly, Thai Food, Airconditioned Area, Barbecue, American Food, International Food, Sunday Roast",,https://www.samuisocial.com/asset/uploads/businesslistings/45/profile.jpg?t=1764305524,+66619917569,https://wa.me/+66619917569,,,,https://www.facebook.com/oliverssteakhousesamui,https://www.instagram.com/oliverssteakhousesamui/,,
47,https://www.samuisocial.com/directory/listing/47,New Leaf Detox Resort,Maenam,"Beauty & Wellness, Detox & Weight Loss, Swimming Pool",,https://www.samuisocial.com/asset/uploads/businesslistings/47/profile.jpg?t=1764305527,+66876223370,https://wa.me/+66876223370,admin@newleafwellness.com,,https://www.newleafwellnessclinic.com/,https://www.facebook.com/newleafdetoxresort,https://www.instagram.com/newleafresort/,,
48,https://www.samuisocial.com/directory/listing/48,Nahm Restaurant & Bar,Bangrak,"Food & Beverage, Restaurants, Beachfront, International Food",,https://www.samuisocial.com/asset/uploads/businesslistings/48/profile.jpg?t=1764305528,+66631988778,https://wa.me/+66631988778,,,,https://www.facebook.com/nahmsamui,https://www.instagram.com/nahmsamui/,,
49,https://www.samuisocial.com/directory/listing/49,Prego Italian Restaurant,Chaweng,"Food & Beverage, Restaurants, Live Music, Wood Oven, Airconditioned Area, Family Friendly, Italian Food, Vegetarian, Cocktails, Wine Bar, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/49/profile.jpg?t=1764305530,+66990289378,,,,,,,,
50,https://www.samuisocial.com/directory/listing/50,Dr. Frogs Bar & Grill,Chaweng Noi,"Food & Beverage, Restaurants, Beachfront, Meat Lovers, Seafood, Thai Food, Wood Oven, Outdoor Dining, Family Friendly, Vegetarian, Brunch, International Food, Breakfast, Sunday Roast, Cocktails, Wine Bar, Wifi Access In Restaurant, Fine Dining",,https://www.samuisocial.com/asset/uploads/businesslistings/50/profile.jpg?t=1764305531,+6677448505,,deliciousfood@drfrogs.com,,https://www.drfrogs.com;https://x.com/dr_frogs_grill,https://www.facebook.com/drfrogs,https://www.instagram.com/dr_frogs_barandgrill_official/,,
51,https://www.samuisocial.com/directory/listing/51,Chilli Restaurant,Chaweng,"Food & Beverage, Restaurants, Meat Lovers, Seafood, Thai Food, International Food",,https://www.samuisocial.com/asset/uploads/businesslistings/51/profile.jpg?t=1764305532,+66804343197,,,,,,,,
52,https://www.samuisocial.com/directory/listing/52,Krua Samui Restaurant,Bophut,"Food & Beverage, Thai Food, Airconditioned Area, Outdoor Dining",,https://www.samuisocial.com/asset/uploads/businesslistings/52/profile.jpg?t=1764305533,+6677901999,,kruasamui2018@gmail.com,,https://www.kruasamui.com/,https://www.facebook.com/kruasamui/,https://www.instagram.com/kruasamuirestaurant/,,
53,https://www.samuisocial.com/directory/listing/53,The Cocoon: Viewpoint Restaurant,Chaweng,"Food & Beverage, Restaurants, Live Music, Airconditioned Area, Fusion Food, Family Friendly, International Food, Breakfast, Cocktails, Wifi Access In Restaurant, Sunset Restaurant, Panoramic Views, Parking",,https://www.samuisocial.com/asset/uploads/businesslistings/53/profile.webp?t=1764305534,+66935861777,,,,,,,,
54,https://www.samuisocial.com/directory/listing/54,Day & Night,Chaweng,"Food & Beverage, Restaurants, Rooftop Venues, Meat Lovers, Michelin Star, Thai Food, Airconditioned Area, Italian Food, International Food",,https://www.samuisocial.com/asset/uploads/businesslistings/54/profile.jpg?t=1764305536,+6677332902,,,,https://www.dayandnight.co.th/,https://www.facebook.com/dayandnightsamui,https://www.instagram.com/dayandnightsamui/#,,
56,https://www.samuisocial.com/directory/listing/56,Boujis Boutique Resort,Chaweng Noi,"Accommodation, Hotels & Resorts, Beachfront, Breakfast, Swimming Pool, Restaurant, Bar, Wifi Access In Room, Private Room, Air Conditioning, Private Bathroom, Parking, Rooms With Seaview, Rooms With Balcony, Family Rooms, Sun Loungers Or Beach Chairs, Sun Umbrellas",,https://www.samuisocial.com/asset/uploads/businesslistings/56/profile.jpg?t=1764305537,+6677448505,,deliciousfood@drfrogs.com,,https://www.boujissamui.com/,https://www.facebook.com/boujissamui,https://www.instagram.com/boujissamui/,,
58,https://www.samuisocial.com/directory/listing/58,US Hostel,Bophut,"Accommodation, Hostels, Breakfast, Swimming Pool, Bar",,https://www.samuisocial.com/asset/uploads/businesslistings/58/profile.jpg?t=1764305539,+66986966358,,,,,,,,
60,https://www.samuisocial.com/directory/listing/60,YOYO Bar,Bangrak,"Bars & Nightlife, Bars & Pubs, Live Music, Dj Music, Snack Menu, Pool Table, Beer Gardens",,https://www.samuisocial.com/asset/uploads/businesslistings/60/profile.jpg?t=1764305540,+66646963035,https://wa.me/+66646963035,yoyokohsamui@gmail.com,,,https://www.facebook.com/profile.php?id=61555093845571,https://www.instagram.com/yoyobarsamui/,,
61,https://www.samuisocial.com/directory/listing/61,Bangkok Airways,Chaweng,"Transport, Airports & Airlines",,https://www.samuisocial.com/asset/uploads/businesslistings/61/profile.jpg?t=1764305541,+6622706699,,,,,,,,
62,https://www.samuisocial.com/directory/listing/62,The BAR Bowls,Bophut,"Food & Beverage, Restaurants, Catering, Keto Friendly, Paleo Friendly, Breakfast, Delivery, Health Food",,https://www.samuisocial.com/asset/uploads/businesslistings/62/profile.jpg?t=1764305542,+66931252160,https://wa.me/+66931252160,thebarbowlssamui@gmail.com,,,https://www.facebook.com/thebarbowls,https://www.instagram.com/thebarbowls/,,
63,https://www.samuisocial.com/directory/listing/63,Fi Greek Restaurant & Deli,Bophut,"Food & Beverage, Restaurants, Outdoor Dining, Greek Food",,https://www.samuisocial.com/asset/uploads/businesslistings/63/profile.jpg?t=1764305543,+66987456809,,,,,,,,
64,https://www.samuisocial.com/directory/listing/64,Kimpton Kitalay,Choeng Mon,"Accommodation, Hotels & Resorts, Pool Villas, Beachfront, Breakfast, Pet Friendly, Swimming Pool, Restaurant, Room With Private Pool, Wifi Access In Room, Gym, Private Room, Air Conditioning, Private Bathroom, Parking, Rooms With Seaview, Laundry Service, Rooms With Balcony, Family Rooms, Sun Loungers Or Beach Chairs, Sun Umbrellas, Wellness, Kid's Club, 5* Accommodation",,https://www.samuisocial.com/asset/uploads/businesslistings/64/profile.jpg?t=1764305544,+6677951999,,kimptonkitalay.info@ihg.com,,https://www.kimptonkitalaysamui.com/;https://x.com/KimptonSamui,https://www.facebook.com/kimptonkitalaysamui,https://www.instagram.com/KimptonKitalaySamui,,
65,https://www.samuisocial.com/directory/listing/65,FishHouse Restaurant & Bar,Choeng Mon,"Food & Beverage, Restaurants, Beachfront, Meat Lovers, Michelin Star, Seafood, Outdoor Dining",,https://www.samuisocial.com/asset/uploads/businesslistings/65/profile.png?t=1764305546,+6677951900,,kimptonkitalay.fishhouse@ihg.com,,https://www.kimptonkitalaysamui.com/koh-samui-restaurants/fish-house-restaurant-and-bar/,https://www.facebook.com/fishhouse.samui,https://www.instagram.com/fishhouse.samui,,
66,https://www.samuisocial.com/directory/listing/66,Shio Japanese Dining,Choeng Mon,"Food & Beverage, Restaurants, Airconditioned Area, Japanese Food, Cocktails",,https://www.samuisocial.com/asset/uploads/businesslistings/66/profile.png?t=1764305547,+6677951999,,kimptonkitalay.info@ihg.com,,https://www.kimptonkitalaysamui.com/koh-samui-restaurants/shio-japanese-restaurant-sushi-bar/,https://www.facebook.com/kimptonkitalaysamui,https://www.instagram.com/shio.samui/,,
69,https://www.samuisocial.com/directory/listing/69,Boho Thai Lifestyle Café,Choeng Mon,"Food & Beverage, Restaurants, Thai Food, Airconditioned Area, Outdoor Dining, Family Friendly, International Food, Breakfast, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/69/profile.png?t=1764305549,+6677951900,,kimptonkitalay.info@ihg.com,,https://www.kimptonkitalaysamui.com/koh-samui-restaurants/boho-thai-lifestyle-cafe/,,,,
71,https://www.samuisocial.com/directory/listing/71,HOM baking company,Choeng Mon,"Food & Beverage, Bakeries & Coffee Shops, Pet Friendly, Airconditioned Area, Outdoor Dining",,https://www.samuisocial.com/asset/uploads/businesslistings/71/profile.png?t=1764305551,+6677951999,,kimptonkitalay.info@ihg.com,,https://www.kimptonkitalaysamui.com/koh-samui-restaurants/hom-baking-company/,,,,
72,https://www.samuisocial.com/directory/listing/72,Shades Ocean Lounge & Bar,Choeng Mon,"Food & Beverage, Bars & Entertainment, Pool Bars, Beachfront, Live Music, Pet Friendly, Tapas, Fast Food, Cocktails, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/72/profile.png?t=1764305552,+6677951999,,kimptonkitalay.info@ihg.com,,https://www.kimptonkitalaysamui.com/koh-samui-restaurants/shades-ocean-lounge-and-bar/,,,,
73,https://www.samuisocial.com/directory/listing/73,Lanai Bar & Lounge,Choeng Mon,"Bars & Nightlife, Bars & Pubs, Cocktail Bars, Hotel Bars",,https://www.samuisocial.com/asset/uploads/businesslistings/73/profile.png?t=1764305553,+6677951999,,kimptonkitalay.info@ihg.com,,https://www.kimptonkitalaysamui.com/koh-samui-restaurants/lanai-bar-and-lounge/,,,,
74,https://www.samuisocial.com/directory/listing/74,Kitavaree Spa & Wellness,Choeng Mon,"Beauty & Wellness, Massage, Spa & Beauty, Body Scrub, Body Wrap, Facial, Thai Massage, Foot Massage, Coconut Oil Massage, Deep Tissue Massage, Aromatic Swedish Massage, Speciality Massages",,https://www.samuisocial.com/asset/uploads/businesslistings/74/profile.jpg?t=1764305555,+6677951999,,kimptonkitalay.info@ihg.com,,https://www.kimptonkitalaysamui.com/facilities/samui-spa-and-massage/,,,,
75,https://www.samuisocial.com/directory/listing/75,Benzo Sushi Bar & Grill,Chaweng,"Food & Beverage, Restaurants, Thai Food, Japanese Food, Cocktails",,https://www.samuisocial.com/asset/uploads/businesslistings/75/profile.jpg?t=1764305556,+6677901698,,michaelcook2516@gmail.com,,,https://www.facebook.com/profile.php?id=100057041006019,https://www.instagram.com/benzosushibarandgrill/,,
76,https://www.samuisocial.com/directory/listing/76,Treehouse Silent Beach resort,Maenam,"Accommodation, Bungalows, Beachfront, Breakfast, Restaurant, Wifi Access In Room, Air Conditioning, Rooms With Balcony, Fan Room, 3* Accommodation",,https://www.samuisocial.com/asset/uploads/businesslistings/76/profile.jpg?t=1764305558,+66622404305,https://wa.me/+66622404305,sunshine@tree-house.org,,https://www.tree-house.org/,https://www.facebook.com/treehouse.samui,,,
77,https://www.samuisocial.com/directory/listing/77,Resto Treehouse Silent Beach,Maenam,"Food & Beverage, Restaurants, Beachfront, Thai Food, Outdoor Dining, Fusion Food, Family Friendly, International Food, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/77/profile.jpg?t=1764305559,+66622404305,https://wa.me/+66622404305,sunshine@tree-house.org,,https://www.tree-house.org/restaurant,https://www.facebook.com/treehouse.samui,,,
78,https://www.samuisocial.com/directory/listing/78,Passa,Maenam,"Food & Beverage, Restaurants, Live Music, Meat Lovers, Seafood, Thai Food, Airconditioned Area, Fusion Food, French Food, Italian Food, International Food, Cocktails, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/78/profile.jpg?t=1764305560,+66926468335,https://wa.me/+66926468335,info@khwanbeachresort.com,,https://passa-samui.com/,https://www.facebook.com/passakohsamui/,https://www.instagram.com/passasamui/,https://www.tiktok.com/@passasamui,https://www.youtube.com/@PassaSamui
79,https://www.samuisocial.com/directory/listing/79,Khwan Beach Resort & Glamping,Maenam,"Accommodation, Glamping, Adults Only, Beachfront, Breakfast, Swimming Pool, Restaurant, Bar, Wifi Access In Room, Private Room, Air Conditioning, Private Bathroom, Family Rooms, Sun Loungers Or Beach Chairs, Sun Umbrellas, Wellness, 4* Accommodation",,https://www.samuisocial.com/asset/uploads/businesslistings/79/profile.png?t=1764305562,+66625650796,,,,,,,,
81,https://www.samuisocial.com/directory/listing/81,Khwan Beach Health,Maenam,"Health & Medical, Doctors & Clinics, Physiotherapy & Rehab, Health Check, Iv Drips, Hormone Screening",,https://www.samuisocial.com/asset/uploads/businesslistings/81/profile.png?t=1764305563,+66625650796,https://wa.me/+66625650796,sirimanee@khwanbeachresort.com,,https://www.khwanbeachresort.com/wellness/;https://x.com/KhwanBeach,https://www.facebook.com/Khwanbeachresort,https://www.instagram.com/khwanbeachresort/,,https://www.youtube.com/@Khwanbeachresort
82,https://www.samuisocial.com/directory/listing/82,Café K.O.B (King of Bread Café),Bophut,"Food & Beverage, Restaurants, Bakeries & Coffee Shops, Thai Food, Airconditioned Area, International Food, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/82/profile.jpg?t=1764305564,+66818299045,,,,,,,,
83,https://www.samuisocial.com/directory/listing/83,Café K.O.B (By The Sea),Bangrak,"Food & Beverage, Restaurants, Bakeries & Coffee Shops, Beachfront, Thai Food, Airconditioned Area, Outdoor Dining, Family Friendly, International Food, Breakfast, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/83/profile.jpg?t=1764305566,+66966531925,,,,,,,,
84,https://www.samuisocial.com/directory/listing/84,Café K.O.B (Homegrown),Hua Thanon,"Food & Beverage, Restaurants, Bakeries & Coffee Shops, Beachfront, Thai Food, Outdoor Dining, International Food, Breakfast, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/84/profile.jpg?t=1764305567,+66966531925,,,,,,,,
85,https://www.samuisocial.com/directory/listing/85,Café K.O.B (Seaside),Nathon,"Food & Beverage, Restaurants, Bakeries & Coffee Shops, Beachfront, Thai Food, Airconditioned Area, Outdoor Dining, International Food, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/85/profile.jpg?t=1764305568,+66841842541,,,,,,,,
86,https://www.samuisocial.com/directory/listing/86,Café K.O.B Wattanapat,Bophut,"Food & Beverage, Restaurants, Bakeries & Coffee Shops, Thai Food, Airconditioned Area",,https://www.samuisocial.com/asset/uploads/businesslistings/86/profile.jpg?t=1764305569,+66966527252,,,,,,,,
87,https://www.samuisocial.com/directory/listing/87,The Fish Restaurant,Maenam,"Food & Beverage, Restaurants, Thai Food, Outdoor Dining, Mexican Food, International Food",,https://www.samuisocial.com/asset/uploads/businesslistings/87/profile.jpg?t=1764305570,+66874724097,https://wa.me/+66874724097,thefish.restaurant.maenam@gmail.com,,,https://www.facebook.com/TheFish.Restaurant,,,
88,https://www.samuisocial.com/directory/listing/88,Samui Modern Construction,Lamai,"Property Services, Construction, Home Improvement",,https://www.samuisocial.com/asset/uploads/businesslistings/88/profile.jpg?t=1764305571,+66620546661,https://wa.me/+66620546661,sales@samuimodernconcrete.com,,https://www.samuimodernconcrete.com,https://www.facebook.com/samuimodernconcrete,,,
89,https://www.samuisocial.com/directory/listing/89,Beyond Samui Resort,Choeng Mon,"Accommodation, Hotels & Resorts, Beachfront, Breakfast, Swimming Pool, Restaurant, Bar, Wifi Access In Room, Gym, Air Conditioning, Rooms With Seaview, Rooms With Balcony, Family Rooms, Sun Loungers Or Beach Chairs, Sun Umbrellas, Wellness",,https://www.samuisocial.com/asset/uploads/businesslistings/89/profile.jpg?t=1764305572,+6677428888,,rsvn-bkdb@katagroup.com,,https://samui.beyondresort.com/,https://www.facebook.com/BeyondSamuiResort,https://www.instagram.com/beyondsamui/,https://www.tiktok.com/@beyond_samui,
90,https://www.samuisocial.com/directory/listing/90,Kanda Spa,Chaweng,"Beauty & Wellness, Massage, Spa & Beauty, Sauna, Body Scrub, Facial, Thai Massage, Foot Massage, Coconut Oil Massage, Head Massage",,https://www.samuisocial.com/asset/uploads/businesslistings/90/profile.jpg?t=1764305574,+6677428888,,rsvn-bkdb@katagroup.com,,https://samui.beyondresort.com/facilities/kanda-spa,https://www.facebook.com/BeyondSamuiResort,,,
91,https://www.samuisocial.com/directory/listing/91,Beyond @ Beach Restaurant,Choeng Mon,"Food & Beverage, Restaurants, Beachfront, Thai Food, Outdoor Dining, International Food, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/91/profile.jpg?t=1764305575,+6677428888,,rsvn-bkdb@katagroup.com,,https://samui.beyondresort.com/dining/at-beach-bar-and-restaurant,https://www.facebook.com/BeyondSamuiResort,https://www.instagram.com/beyondsamui/,,https://www.youtube.com/@katagroupresortsthailand4715
93,https://www.samuisocial.com/directory/listing/93,Carnival Beach Village,Choeng Mon,"Food & Beverage, Restaurants, Bakeries & Coffee Shops, Beach Clubs, Pool Bars, Beachfront, Thai Food, Airconditioned Area, Outdoor Dining, Barbecue, International Food, Breakfast, Cocktails, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/93/profile.jpg?t=1764305576,+66640282357,,,,,,,,
94,https://www.samuisocial.com/directory/listing/94,Mango Tree Restaurant & Bar,Lipa Noi,"Food & Beverage, Restaurants, Thai Food, Outdoor Dining, International Food, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/94/profile.jpg?t=1764305577,+66816938381,,,,,,,,
95,https://www.samuisocial.com/directory/listing/95,Anahata Beachfront Retreat,Lipa Noi,"Accommodation, Hotels & Resorts, Beachfront, Breakfast, Swimming Pool, Detox & Weight Loss Retreat, Spa Retreat, Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/95/profile.jpg?t=1764305578,+6677485775;+66982878077,,,,,,,,
96,https://www.samuisocial.com/directory/listing/96,Anahata Wellness,Lipa Noi,"Beauty & Wellness, Massage, Spa & Beauty, Detox & Weight Loss, Sound Healing, Body Scrub, Facial",,https://www.samuisocial.com/asset/uploads/businesslistings/96/profile.jpg?t=1764305579,+6677485775;+66982878077,,,,,,,,
97,https://www.samuisocial.com/directory/listing/97,Anahata Alchemy Bar/Resto,Lipa Noi,"Food & Beverage, Restaurants, Seafood, Thai Food, Outdoor Dining, Fusion Food",,https://www.samuisocial.com/asset/uploads/businesslistings/97/profile.jpg?t=1764305580,+6677485775,,,,,,,,
98,https://www.samuisocial.com/directory/listing/98,THINK & Retro Cafe,Lipa Noi,"Food & Beverage, Restaurants, Beach Bars, Beachfront, Live Music, Thai Food, Outdoor Dining, International Food, Breakfast, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/98/profile.jpg?t=1764305581,+66817213683,https://wa.me/+66817213683,THINK.retrocafesamui@gmail.com,,,https://www.facebook.com/samuirestaurant,https://www.instagram.com/think_retro_cafe_samui/,,
99,https://www.samuisocial.com/directory/listing/99,I -Talay Resort,Taling Ngam,"Accommodation, Hotels & Resorts, Bungalows, Beachfront, Breakfast, Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/99/profile.jpg?t=1764305582,+6677423950;+66817213683,https://wa.me/+66817213683,chatchawat_wongto@yahoo.com,,,https://www.facebook.com/samuibeachbar,,,
102,https://www.samuisocial.com/directory/listing/102,Casa De Mar Resort,Chaweng,"Accommodation, Hotels & Resorts, Beachfront, Breakfast, Swimming Pool, Restaurant, Bar, Wifi Access In Room, Private Room, Air Conditioning, Private Bathroom, Parking, Rooms With Balcony, Family Rooms, Sun Loungers Or Beach Chairs, Sun Umbrellas",,https://www.samuisocial.com/asset/uploads/businesslistings/102/profile.png?t=1764305584,+6677969480;+66887604263,,,,,,,,
106,https://www.samuisocial.com/directory/listing/106,Banana Fan Sea Resort,Chaweng,"Accommodation, Hotels & Resorts, Beachfront, Breakfast, Swimming Pool, Restaurant, Bar, Wifi Access In Room, Air Conditioning, Rooms With Balcony, Family Rooms, Sun Loungers Or Beach Chairs, Sun Umbrellas",,https://www.samuisocial.com/asset/uploads/businesslistings/106/profile.jpg?t=1764305586,+6677413483,,info@bananafansea.com,,https://www.bananafansea.com/,https://www.facebook.com/bananafanseasamui,,,
108,https://www.samuisocial.com/directory/listing/108,Baitong Restaurant,Chaweng,"Food & Beverage, Restaurants, Beachfront, Live Music, Thai Food, International Food, Cocktails, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/108/profile.jpg?t=1764305587,+6677413483,,info@bananafansea.com,,https://www.bananafansea.com/dining/,https://www.facebook.com/bananafanseasamui,https://www.instagram.com/baitongrestaurantsamui/,,
110,https://www.samuisocial.com/directory/listing/110,Yada Beach Bar & Restaurant,Bangrak,"Food & Beverage, Restaurants, Beachfront, Thai Food, Outdoor Dining",,https://www.samuisocial.com/asset/uploads/businesslistings/110/profile.jpg?t=1764305588,+66980531681,https://wa.me/+66980531681,Yadabeachbarsamui@gmail.com,,,https://www.facebook.com/Yadabeachbarsamui,https://www.instagram.com/yada_beach_bar/,https://www.tiktok.com/@yadabarrestaurant,
111,https://www.samuisocial.com/directory/listing/111,Capybara Coffee,Big Buddha,"Children's Needs, Child Activities, Child Friendly Places, Pet Cafe",,https://www.samuisocial.com/asset/uploads/businesslistings/111/profile.jpg?t=1764305589,+66881793315,,,,,,,,
112,https://www.samuisocial.com/directory/listing/112,Samui Steam Clean,Bophut,"Property Services, Cleaning Services",,https://www.samuisocial.com/asset/uploads/businesslistings/112/profile.jpg?t=1764305590,+66932466628,https://wa.me/+66932466628,samuisteamclean@gmail.com,,https://www.samui-steam-clean.com/home,https://www.facebook.com/profile.php?id=61558315163020,,,
113,https://www.samuisocial.com/directory/listing/113,Savor Catering,Bophut,"Food & Beverage, Catering, Seafood, French Food, Russian Food, Tapas, International Food, Delivery, Fine Dining",,https://www.samuisocial.com/asset/uploads/businesslistings/113/profile.jpg?t=1764305591,+66834967255,https://wa.me/+66834967255,thecork_samui@gmail.com,,https://t.me/+66834967255,https://www.facebook.com/profile.php?id=61558773609182,https://www.instagram.com/cateringsamui/,,
114,https://www.samuisocial.com/directory/listing/114,The Cork,Bophut,"Food & Beverage, Restaurants, International Food, Wine Bar",,https://www.samuisocial.com/asset/uploads/businesslistings/114/profile.jpg?t=1764305593,+66834967255,https://wa.me/+66834967255,thecork.samui@gmail.com,,https://t.me/+66834967255,https://www.facebook.com/profile.php?id=100092985751184,,,
115,https://www.samuisocial.com/directory/listing/115,Lajava Beach Lounge,Thong Krut,"Food & Beverage, Restaurants, Beachfront, Outdoor Dining, French Food",,https://www.samuisocial.com/asset/uploads/businesslistings/115/profile.jpg?t=1764305594,+66872715533,,,,,,,,
117,https://www.samuisocial.com/directory/listing/117,Longlae ​​Samui Tour & Travel,Ang Thong / Bang Makham,"Things To Do, Tour Companies, Elephants, Jet Ski, Zip Line, Private Boat, Pink Dolphins, Pig Island, Ang Thong Marine National Park, Koh Tao, Jeep Safari, Private Tours, Fishing",,https://www.samuisocial.com/asset/uploads/businesslistings/117/profile.jpg?t=1764305596,+66991618215,,,,,,,,
118,https://www.samuisocial.com/directory/listing/118,Jardin Restaurant,Bangrak,"Food & Beverage, Restaurants, Fusion Food, French Food",,https://www.samuisocial.com/asset/uploads/businesslistings/118/profile.jpg?t=1764305597,+66831516582,,,,,,,,
119,https://www.samuisocial.com/directory/listing/119,Charm,Fisherman's Village,"Food & Beverage, Restaurants, Thai Food, Fusion Food, Vegetarian, International Food, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/119/profile.jpg?t=1764305598,+66661286191,,,,,,,,
120,https://www.samuisocial.com/directory/listing/120,Austrian Corner,Maenam,"Food & Beverage, Restaurants, Thai Food, German / Austrian Food, International Food, Wifi Access In Restaurant",,https://www.samuisocial.com/asset/uploads/businesslistings/120/profile.jpg?t=1764305599,+66805790585,,,,,,,,
